,客户次类别,每房人数,客户主类别,新教比例,无宗教比例,已婚占比,同居占比,其它关系占比,单身占比,有子女,高等教育,中等教育,低等教育,高管,企业家,农场主,中层管理者,技术工人,非熟练劳工,社会阶层A,社会阶层B1,社会阶层C,社会阶层D,租房子,房主,一辆车,无车,公共社保,私人社保,收入低于30,收入45-75,收入75-122,平均收入,购买力水平,个人第三方保险,农业第三方险,投保车险,投保房车险,投保拖拉机险,投保农机险,投保机动自行车险,投保寿险,投保家庭意外险,投保身残险,投保火险,投保冲浪险,投保船险,投保自行车险,投保社会安全险,第三方私人险数量,第三方农业险数量,投保车险数量,投保拖拉机险数量,投保农机险数量,投保机动自行车险数量,投保寿险数量,投保家庭意外险数量,投保身残险数量,投保火险数量,投保冲浪险数量,投保船险数量,投保自行车险数量,投保财产险数量,投保社会安全险数量,移动房车险数量
57,12,3,3,6,3,7,2,0,1,6,2,4,4,1,0,0,5,2,1,0,3,4,0,0,9,9,0,5,4,2,4,0,4,7,2,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3812,11,3,3,5,3,8,1,1,1,4,1,6,3,2,0,0,3,5,1,2,1,5,1,1,8,8,1,7,2,2,3,0,4,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4506,3,3,1,9,0,9,0,0,0,3,0,6,3,4,0,0,4,0,3,3,0,3,0,4,6,9,0,6,4,3,4,0,4,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3388,33,2,8,9,0,9,0,0,0,4,0,5,4,0,0,0,1,8,1,0,0,8,0,1,8,5,4,9,0,1,0,5,6,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4714,8,3,2,5,3,9,0,0,0,6,2,5,3,2,0,0,4,2,2,2,2,4,0,3,6,7,0,6,3,2,7,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3465,33,3,8,5,3,7,1,2,2,4,2,3,4,3,1,1,2,2,3,3,1,3,1,2,7,7,1,5,4,2,3,1,4,3,2,0,6,0,0,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1
1533,38,3,9,7,2,3,1,6,4,4,0,1,8,1,0,0,1,3,5,1,1,4,4,8,1,3,6,8,1,6,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,33,3,8,4,5,9,0,0,0,6,1,2,7,1,0,0,3,4,2,1,1,6,1,5,4,6,2,7,2,2,3,1,4,3,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5146,29,2,7,6,3,3,2,5,4,3,1,4,5,3,0,0,4,2,2,1,2,3,2,3,6,5,3,7,2,3,3,2,5,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2222,8,3,2,7,1,6,0,3,2,4,4,3,2,3,0,0,5,1,1,3,2,2,0,0,9,6,2,5,4,1,4,1,5,7,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4356,12,3,3,4,5,9,0,0,0,7,3,3,4,3,0,0,3,3,2,3,3,4,0,9,0,9,0,6,3,0,2,2,4,7,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2462,36,3,8,3,1,5,1,3,3,4,1,5,4,1,1,1,4,3,1,2,1,4,1,6,3,5,3,7,2,4,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,3,3,1,9,0,9,0,0,0,3,0,6,3,4,0,0,4,0,3,3,0,3,0,4,6,9,0,6,4,3,4,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,6,3,2,4,4,7,0,2,2,6,3,4,3,4,0,2,3,0,1,4,2,1,0,0,9,7,0,4,5,2,3,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4849,9,3,3,3,4,7,1,2,1,5,1,6,3,4,1,0,4,1,1,3,2,1,2,6,3,7,2,5,4,5,1,0,3,4,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2633,3,1,1,5,2,5,1,4,4,1,1,7,2,2,1,0,6,1,1,2,4,2,1,4,5,7,2,5,4,4,3,1,3,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
463,29,2,7,5,2,4,4,2,1,3,1,6,3,1,0,0,6,2,2,1,5,3,1,5,4,7,2,7,2,4,2,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3517,3,2,1,5,0,9,0,0,1,3,4,3,2,6,0,0,2,2,0,5,2,1,0,0,9,5,0,0,9,0,8,1,5,6,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3273,39,3,9,7,0,7,0,2,0,7,4,2,4,4,0,0,0,2,4,4,0,2,3,1,8,7,0,5,4,2,2,3,5,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
444,33,3,8,4,5,7,1,2,1,4,2,3,4,3,0,2,2,3,1,3,1,3,2,3,6,7,1,5,4,3,3,2,4,3,2,0,6,0,0,0,0,0,3,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1994,33,2,8,7,0,9,0,0,3,3,3,4,3,1,0,0,1,4,4,1,1,2,2,2,7,7,2,7,2,1,4,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,9,2,3,6,2,7,1,1,5,4,5,4,0,4,0,0,5,1,0,1,8,0,0,9,0,8,1,4,5,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4624,39,5,9,6,3,9,0,0,0,6,0,4,5,0,0,0,3,6,0,0,2,5,0,3,6,9,0,9,0,6,3,0,3,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4555,1,3,1,5,3,9,0,0,1,5,4,5,0,9,0,0,0,0,0,9,0,0,0,0,9,7,0,2,7,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3631,8,3,2,7,0,7,2,0,0,3,2,7,0,2,0,0,7,0,0,2,3,0,0,0,9,7,0,7,2,0,3,0,4,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4681,23,1,5,4,4,2,2,5,5,1,1,4,4,2,0,0,2,2,4,2,1,5,1,7,2,6,3,7,2,4,2,1,3,3,2,0,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4535,30,2,7,7,2,5,0,4,4,2,0,2,7,0,0,0,5,0,5,0,0,6,0,5,4,5,3,5,4,7,0,0,2,2,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
773,38,3,9,4,5,9,0,0,0,7,1,2,6,1,0,0,3,3,3,1,1,6,1,5,4,6,2,7,2,1,4,1,4,4,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4303,33,3,8,2,5,6,3,0,0,6,0,1,8,0,0,0,1,6,3,0,1,8,0,3,6,6,0,9,0,3,2,1,3,3,2,0,6,0,0,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
5702,7,3,2,7,0,7,2,0,0,3,2,7,0,2,0,0,7,0,0,2,3,0,0,0,9,7,0,7,2,0,3,0,4,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2615,38,2,9,5,3,5,1,4,3,4,2,2,6,1,1,1,2,4,2,1,1,5,1,4,5,6,2,7,2,3,2,0,3,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1140,23,1,5,5,2,2,0,7,8,0,1,8,1,0,1,0,4,0,5,1,1,1,0,9,0,7,2,5,4,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,37,2,8,5,4,6,1,3,2,3,1,3,6,2,0,1,4,3,2,1,2,4,2,4,5,4,5,7,2,5,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5667,33,3,8,6,1,6,0,3,2,4,1,2,7,1,0,2,2,1,5,1,2,5,1,1,8,7,2,7,2,0,4,0,4,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5392,6,4,2,5,3,6,1,2,0,6,7,1,1,5,0,0,1,1,3,4,2,1,0,0,9,7,1,5,4,0,3,4,7,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2630,35,2,8,2,7,6,0,3,5,2,3,4,2,7,0,0,0,2,0,4,0,1,0,0,9,9,0,2,7,2,5,0,4,5,0,0,6,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
3823,34,4,8,4,4,7,1,2,0,9,0,3,6,3,0,0,3,5,0,0,0,4,0,0,9,6,1,5,4,0,0,3,5,6,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4219,9,2,3,1,6,6,1,3,2,4,2,4,4,2,1,0,4,3,2,2,2,4,1,8,1,4,5,8,1,3,3,1,3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
632,9,2,3,7,2,7,1,2,3,3,2,3,5,3,0,3,3,2,0,2,2,3,0,1,8,5,3,3,6,3,4,0,3,4,2,0,6,0,0,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0
4665,9,3,3,4,4,8,1,0,0,5,1,7,1,4,0,0,4,1,2,3,2,4,0,8,1,9,0,6,3,3,3,1,3,4,2,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1549,37,2,8,3,4,5,1,3,4,2,0,7,2,0,0,0,9,0,0,0,6,3,0,5,4,6,3,5,4,2,5,0,4,5,2,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1527,24,2,5,6,2,7,1,2,1,1,1,4,5,0,0,4,1,0,4,4,0,5,0,5,4,4,3,7,2,0,3,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,2,2,1,5,5,9,0,0,0,0,0,9,0,0,5,0,0,0,5,5,0,4,0,6,3,7,0,3,6,2,4,1,5,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2548,18,1,4,2,7,2,1,6,7,1,3,3,3,2,0,0,3,1,4,1,2,4,1,9,0,4,5,8,1,7,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,4,2,1,4,3,6,0,3,3,4,2,4,3,2,2,1,4,2,1,2,2,2,0,3,6,6,3,5,4,1,3,1,4,6,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2276,12,4,3,2,7,9,0,0,0,9,0,3,6,0,0,0,7,0,2,0,2,6,2,0,9,9,0,9,0,2,5,2,5,7,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
294,2,4,1,4,4,7,1,2,2,4,5,4,0,0,5,4,0,0,0,9,0,0,0,4,5,6,1,5,4,0,9,0,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5797,8,4,2,6,2,7,1,1,0,6,5,3,3,0,0,0,4,3,3,4,0,3,0,3,6,8,1,4,5,0,5,4,7,7,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1181,24,2,5,3,4,2,4,3,3,3,2,5,3,2,0,0,5,3,0,2,1,4,0,5,4,7,2,9,0,5,2,0,3,2,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
41,11,3,3,7,0,9,0,0,2,4,0,5,4,5,0,0,4,0,1,1,2,2,2,1,8,7,0,7,2,2,3,0,4,6,2,0,6,0,0,0,0,0,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1
1393,22,2,5,5,2,4,1,4,4,1,2,4,3,1,1,0,5,2,1,1,2,3,1,9,0,5,4,5,4,6,1,0,2,2,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4536,13,2,3,2,5,3,4,3,3,3,6,2,2,6,0,0,2,2,0,6,2,2,0,7,2,7,0,3,6,2,6,0,4,6,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5032,6,3,2,5,3,9,0,0,1,5,7,2,0,9,0,0,0,0,0,6,2,0,0,0,9,7,0,2,7,1,3,4,7,8,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
902,39,3,9,6,2,5,1,3,0,4,0,5,4,0,0,0,0,5,4,0,0,9,0,0,9,6,3,7,2,3,3,1,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,8,3,2,7,0,7,2,0,0,3,2,7,0,2,0,0,7,0,0,2,3,0,0,0,9,7,0,7,2,0,3,0,4,7,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4015,11,3,3,4,4,6,1,2,2,5,2,4,3,3,1,1,3,2,2,3,2,3,0,4,5,6,1,4,5,2,4,1,5,6,0,4,6,0,3,0,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
5792,13,3,3,5,3,7,2,1,1,5,4,4,2,3,1,1,4,2,1,3,3,2,1,1,8,6,1,5,4,2,4,1,4,6,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3043,9,2,3,6,2,7,1,1,5,4,5,4,0,4,0,0,5,1,0,1,8,0,0,9,0,8,1,4,5,0,4,0,5,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,3,2,1,5,4,5,0,4,3,3,2,5,3,4,2,0,2,0,3,5,0,2,0,4,5,7,2,7,2,0,5,0,5,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5245,38,2,9,4,5,6,0,3,3,4,0,1,8,0,0,0,4,0,5,0,1,6,2,9,0,5,4,9,0,4,2,0,3,4,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1118,9,4,3,6,3,9,0,0,0,8,0,4,5,0,0,0,3,4,3,0,0,4,0,4,5,7,0,9,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5002,26,1,6,5,2,2,0,7,7,0,0,2,7,3,0,0,2,2,3,0,0,3,3,9,0,4,5,9,0,9,0,0,2,1,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5734,33,3,8,4,4,6,0,3,2,5,1,4,5,2,1,1,3,3,2,2,2,4,1,3,6,6,2,6,3,3,3,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,33,4,8,6,3,9,0,0,0,6,0,0,9,0,0,3,0,6,0,0,0,6,0,9,0,7,0,9,0,3,2,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5003,2,3,1,2,5,6,0,3,3,5,4,5,1,2,4,0,3,2,0,5,2,2,0,8,1,5,3,3,6,2,3,4,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2856,8,3,2,7,0,7,2,0,0,3,2,7,0,2,0,0,7,0,0,2,3,0,0,0,9,7,0,7,2,0,3,0,4,7,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1269,3,2,1,7,2,5,0,4,3,2,1,4,4,2,0,4,3,2,0,2,1,2,2,3,6,4,3,4,5,4,0,2,4,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
818,35,4,8,4,4,6,0,3,2,5,0,0,9,2,1,1,3,3,2,0,4,0,0,3,6,6,2,6,3,0,0,0,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,3,2,1,5,4,5,0,4,3,3,2,5,3,4,2,0,2,0,3,5,0,2,0,4,5,7,2,7,2,0,5,0,5,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5711,41,3,10,7,0,9,0,0,1,4,0,5,4,3,0,0,5,0,2,1,1,3,1,1,8,7,0,7,2,1,2,0,4,4,0,0,6,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1
5067,37,3,8,4,5,7,1,2,1,4,2,3,4,3,0,2,2,3,1,3,1,3,2,3,6,7,1,5,4,3,3,2,4,4,2,0,6,0,3,0,0,0,0,0,4,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1
1676,36,3,8,7,2,6,0,3,3,4,0,5,4,2,0,0,4,4,0,2,2,5,0,4,5,7,0,7,2,0,4,3,6,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5685,34,3,8,7,2,7,2,0,0,5,0,2,7,0,2,0,2,4,2,0,0,5,0,2,7,5,0,9,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1089,31,2,7,6,2,7,0,2,0,4,0,0,9,3,0,0,3,2,2,0,0,5,4,9,0,6,3,7,2,1,4,0,4,1,2,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5086,9,4,3,2,4,6,1,2,0,5,0,0,9,0,0,0,2,0,7,0,0,0,9,9,0,7,2,3,6,2,2,2,6,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5032,6,3,2,5,3,9,0,0,1,5,7,2,0,9,0,0,0,0,0,6,2,0,0,0,9,7,0,2,7,1,3,4,7,8,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3235,11,2,3,7,2,6,0,3,4,4,3,3,3,4,0,2,0,4,1,3,0,5,0,1,8,3,6,7,2,4,2,2,4,6,0,0,6,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1
770,33,2,8,4,4,6,2,3,3,3,1,4,5,1,1,0,3,2,4,1,2,5,1,5,4,6,3,7,2,3,3,1,3,3,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4234,31,2,7,4,5,3,0,6,6,2,1,2,7,0,0,0,0,5,4,0,0,6,3,9,0,5,4,9,0,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2354,35,2,8,2,7,6,0,3,5,2,3,4,2,7,0,0,0,2,0,4,0,1,0,0,9,9,0,2,7,2,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
3274,8,4,2,3,4,8,1,0,0,7,3,5,2,4,1,0,4,2,0,3,4,1,0,0,9,7,2,5,4,1,4,1,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5787,8,3,2,5,4,6,1,3,1,5,3,3,3,3,0,0,5,1,2,3,2,3,0,1,8,8,0,6,3,1,5,1,5,7,2,0,6,0,0,0,3,0,0,0,4,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
4571,33,4,8,3,4,8,0,1,1,8,2,2,5,2,0,0,3,4,1,2,2,6,1,1,8,8,0,6,3,3,2,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,10,4,3,5,4,9,0,0,0,6,0,4,5,0,0,0,4,5,0,0,0,5,0,3,6,7,1,5,4,2,0,0,3,8,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
3514,11,3,3,4,3,6,1,2,2,4,3,4,3,3,1,0,4,1,2,3,2,2,1,3,6,6,2,6,3,2,4,2,5,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1197,38,2,9,5,1,6,1,3,3,3,2,5,3,2,0,0,5,1,2,1,2,4,1,7,2,5,3,6,3,5,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2419,33,4,8,6,1,6,1,2,0,8,1,1,8,1,0,0,2,2,5,1,0,6,3,8,1,6,2,8,1,4,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,34,3,8,5,4,6,1,3,2,6,3,3,4,2,0,0,5,1,2,2,2,4,0,1,8,7,0,7,2,1,4,1,4,6,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4217,40,3,10,6,2,6,0,3,3,5,0,3,6,0,0,9,0,0,0,3,0,0,4,0,9,5,3,7,2,5,0,0,2,3,0,3,6,0,4,0,0,0,0,0,6,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2974,31,2,7,4,5,6,1,3,3,3,0,3,6,0,0,0,4,2,4,0,2,5,2,9,0,6,3,7,2,5,1,0,2,1,2,0,6,0,0,0,0,6,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1860,33,3,8,3,5,6,0,3,2,5,0,4,5,2,0,0,4,4,1,1,0,4,3,5,4,5,3,7,2,4,2,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4942,23,1,5,4,3,4,1,4,5,1,1,4,4,2,1,0,3,4,0,1,1,7,0,8,1,6,3,7,2,4,5,0,4,3,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
439,6,3,2,7,0,9,0,0,0,6,6,3,0,6,2,0,2,0,0,7,2,0,0,0,9,7,0,2,7,0,7,2,5,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2462,36,3,8,3,1,5,1,3,3,4,1,5,4,1,1,1,4,3,1,2,1,4,1,6,3,5,3,7,2,4,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,41,3,10,5,3,6,1,3,0,5,0,3,6,1,0,3,3,0,4,0,2,3,0,3,6,6,2,6,3,0,9,0,5,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,1,3,1,6,3,9,0,0,0,5,8,1,0,9,0,0,0,0,0,9,0,0,0,0,9,7,0,2,7,0,3,5,7,8,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
669,38,2,9,4,4,7,1,2,3,3,1,1,8,1,0,0,3,6,0,1,1,8,0,3,6,7,1,8,1,0,2,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
5276,24,3,5,4,4,7,1,1,1,6,1,2,7,0,0,0,2,5,3,0,1,6,3,8,1,5,4,7,2,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,9,3,3,3,4,7,1,2,2,5,1,7,1,4,0,0,5,1,1,2,3,1,0,6,3,7,2,4,5,3,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,33,3,8,5,3,7,1,2,1,6,1,4,5,2,1,0,3,2,3,1,3,4,1,3,6,6,2,6,3,2,3,1,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5146,29,2,7,6,3,3,2,5,4,3,1,4,5,3,0,0,4,2,2,1,2,3,2,3,6,5,3,7,2,3,3,2,5,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3571,12,3,3,6,3,9,0,0,0,6,0,9,0,2,0,2,4,2,0,3,2,2,0,0,9,9,0,4,5,2,6,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
